Name:		CBMix2
Optimal value:	-1
#Vehicles:	-1
Capacity:	1578
Depot Node:	1
#Nodes:		68
#Edges:		0
#Arcs:		246
#Required N:	36
#Required E:	0
#Required A:	149

ReN.	DEMAND	S. COST
N6	242	242
N7	170	170
N8	169	169
N9	394	394
N10	372	372
N11	237	237
N12	353	353
N13	404	404
N16	98	98
N19	257	257
N23	142	142
N27	229	229
N28	383	383
N29	231	231
N30	445	445
N36	340	340
N37	340	340
N39	271	271
N42	439	439
N43	151	151
N46	190	190
N48	61	61
N49	452	452
N50	449	449
N51	364	364
N56	261	261
N57	82	82
N58	264	264
N59	452	452
N60	447	447
N61	117	117
N62	100	100
N63	469	469
N64	335	335
N67	146	146
N68	183	183

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
A97	45	46	20	300	320
A98	46	45	20	76	96
A99	46	61	40	227	267
A100	47	38	21	31	52
A101	47	46	37	294	331
A102	47	48	19	66	85
A103	48	39	20	264	284
A104	48	47	19	242	261
A105	48	49	17	259	276
A106	48	63	40	354	394
A107	49	39	27	322	349
A108	49	40	17	43	60
A109	49	50	22	317	339
A110	50	49	22	190	212
A111	50	55	14	371	385
A112	51	41	17	102	119
A113	51	52	19	48	67
A114	51	56	20	65	85
A115	52	42	23	104	127
A116	52	51	19	340	359
A117	52	53	18	27	45
A118	53	43	22	273	295
A119	54	49	18	235	253
A120	54	55	23	47	70
A121	54	64	18	58	76
A122	55	54	23	128	151
A123	55	56	17	280	297
A124	55	65	21	92	113
A125	56	51	20	222	242
A126	56	55	17	271	288
A127	56	66	16	72	88
A128	57	56	19	177	196
A129	58	57	19	28	47
A130	58	68	16	294	310
A131	59	60	21	150	171
A132	60	45	41	128	169
A133	60	59	21	105	126
A134	61	60	20	40	60
A135	61	62	39	383	422
A136	62	61	39	59	98
A137	62	63	18	205	223
A138	63	62	18	52	70
A139	64	54	18	209	227
A140	64	63	18	397	415
A141	64	65	20	369	389
A142	65	55	21	21	42
A143	65	66	18	23	41
A144	66	56	16	237	253
A145	66	65	18	65	83
A146	66	67	23	59	82
A147	67	57	19	296	315
A148	67	66	23	82	105
A149	67	68	17	184	201

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	38
NrA2	2	3	39
NrA3	3	4	17
NrA4	3	12	39
NrA5	4	3	17
NrA6	4	5	18
NrA7	6	5	19
NrA8	6	7	19
NrA9	8	7	18
NrA10	9	18	38
NrA11	10	26	41
NrA12	11	12	36
NrA13	11	27	37
NrA14	12	3	39
NrA15	12	11	36
NrA16	12	13	20
NrA17	13	20	25
NrA18	14	5	34
NrA19	14	13	19
NrA20	14	15	20
NrA21	15	22	21
NrA22	16	15	18
NrA23	16	24	33
NrA24	17	24	24
NrA25	18	9	38
NrA26	19	12	18
NrA27	19	20	21
NrA28	20	13	25
NrA29	20	19	21
NrA30	21	20	20
NrA31	22	15	21
NrA32	22	21	20
NrA33	22	23	18
NrA34	23	16	21
NrA35	23	22	18
NrA36	23	24	20
NrA37	24	18	26
NrA38	25	34	15
NrA39	27	26	33
NrA40	27	36	29
NrA41	28	19	20
NrA42	28	27	40
NrA43	29	39	21
NrA44	30	29	21
NrA45	30	31	15
NrA46	30	40	23
NrA47	31	22	19
NrA48	31	32	20
NrA49	32	23	23
NrA50	32	24	27
NrA51	32	31	20
NrA52	32	33	19
NrA53	32	41	17
NrA54	33	24	14
NrA55	33	42	22
NrA56	34	33	21
NrA57	37	46	19
NrA58	38	28	16
NrA59	39	28	25
NrA60	39	38	21
NrA61	40	30	23
NrA62	40	39	21
NrA63	40	49	17
NrA64	41	51	17
NrA65	42	52	23
NrA66	43	34	17
NrA67	43	42	20
NrA68	44	36	28
NrA69	44	59	39
NrA70	45	44	19
NrA71	45	60	41
NrA72	46	37	19
NrA73	46	47	37
NrA74	47	62	33
NrA75	49	48	17
NrA76	49	54	18
NrA77	50	51	18
NrA78	51	30	53
NrA79	51	50	18
NrA80	52	57	17
NrA81	53	52	18
NrA82	53	58	20
NrA83	55	50	14
NrA84	56	57	19
NrA85	57	52	17
NrA86	57	58	19
NrA87	57	67	19
NrA88	58	53	20
NrA89	59	44	39
NrA90	60	61	20
NrA91	61	46	40
NrA92	62	47	33
NrA93	63	48	40
NrA94	63	64	18
NrA95	65	64	20
NrA96	68	58	16
NrA97	68	67	17

