Name:		CBMix18
Optimal value:	-1
#Vehicles:	-1
Capacity:	1828
Depot Node:	72
#Nodes:		117
#Edges:		0
#Arcs:		212
#Required N:	39
#Required E:	0
#Required A:	88

ReN.	DEMAND	S. COST
N1	472	472
N6	74	74
N8	379	379
N10	407	407
N12	96	96
N16	252	252
N18	480	480
N27	314	314
N29	324	324
N30	445	445
N33	417	417
N35	368	368
N39	109	109
N40	387	387
N41	428	428
N42	340	340
N43	340	340
N56	382	382
N57	175	175
N59	378	378
N62	410	410
N63	395	395
N69	375	375
N73	183	183
N74	106	106
N77	250	250
N80	476	476
N81	209	209
N88	168	168
N92	65	65
N99	283	283
N101	333	333
N104	96	96
N105	429	429
N107	395	395
N108	172	172
N109	147	147
N114	171	171
N116	278	278

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
NrA7	7	8	18
NrA8	8	9	20
NrA9	8	21	17
NrA10	9	10	21
NrA11	11	12	17
NrA12	12	13	20
NrA13	14	1	21
NrA14	14	27	17
NrA15	15	14	21
NrA16	16	15	20
NrA17	16	29	20
NrA18	17	4	19
NrA19	17	16	19
NrA20	18	5	18
NrA21	18	17	19
NrA22	19	18	19
NrA23	20	7	23
NrA24	20	19	21
NrA25	22	21	20
NrA26	22	35	19
NrA27	23	10	21
NrA28	23	22	18
NrA29	24	11	24
NrA30	24	23	20
NrA31	25	12	22
NrA32	26	39	20
NrA33	28	15	20
NrA34	29	30	20
NrA35	30	17	19
NrA36	31	18	20
NrA37	32	19	22
NrA38	32	33	19
NrA39	33	34	20
NrA40	34	21	20
NrA41	34	35	18
NrA42	35	36	22
NrA43	36	23	22
NrA44	37	50	22
NrA45	38	39	20
NrA46	38	51	21
NrA47	39	52	22
NrA48	40	53	17
NrA49	41	28	19
NrA50	41	40	20
NrA51	43	56	21
NrA52	44	31	20
NrA53	45	32	17
NrA54	46	33	22
NrA55	46	45	19
NrA56	47	34	19
NrA57	48	35	16
NrA58	48	47	18
NrA59	49	36	19
NrA60	49	48	17
NrA61	50	49	22
NrA62	50	63	16
NrA63	51	50	18
NrA64	53	54	16
NrA65	54	55	23
NrA66	55	42	16
NrA67	55	56	17
NrA68	56	57	19
NrA69	57	58	19
NrA70	59	46	21
NrA71	60	73	17
NrA72	62	63	19
NrA73	64	65	20
NrA74	64	77	20
NrA75	66	53	14
NrA76	66	79	22
NrA77	70	69	20
NrA78	71	70	22
NrA79	72	59	16
NrA80	72	71	17
NrA81	73	72	19
NrA82	74	87	22
NrA83	75	74	22
NrA84	80	67	21
NrA85	81	68	19
NrA86	82	69	14
NrA87	82	95	20
NrA88	84	85	20
NrA89	85	72	18
NrA90	86	73	16
NrA91	86	87	22
NrA92	89	90	20
NrA93	91	78	17
NrA94	91	104	14
NrA95	92	105	20
NrA96	93	92	21
NrA97	94	93	18
NrA98	95	94	18
NrA99	96	95	20
NrA100	99	86	23
NrA101	99	98	18
NrA102	99	112	17
NrA103	100	87	19
NrA104	100	99	20
NrA105	100	113	19
NrA106	101	88	19
NrA107	101	100	19
NrA108	101	114	19
NrA109	102	89	24
NrA110	103	90	19
NrA111	103	102	17
NrA112	103	116	17
NrA113	105	106	21
NrA114	106	93	23
NrA115	106	107	17
NrA116	107	94	20
NrA117	108	95	20
NrA118	108	109	19
NrA119	109	96	21
NrA120	109	110	18
NrA121	111	98	22
NrA122	112	113	18
NrA123	114	115	19
NrA124	115	102	15

