Name:		BHW10
Optimal value:	-1
#Vehicles:	-1
Capacity:	305
Depot Node:	1
#Nodes:		77
#Edges:		0
#Arcs:		196
#Required N:	40
#Required E:	0
#Required A:	102

ReN.	DEMAND	S. COST
N54	13	13
N23	49	49
N70	29	29
N14	34	34
N10	45	45
N45	21	21
N48	40	40
N55	47	47
N50	49	49
N6	41	41
N61	12	12
N72	24	24
N52	15	15
N63	23	23
N34	21	21
N13	49	49
N11	16	16
N38	30	30
N27	12	12
N39	17	17
N22	18	18
N36	31	31
N41	37	37
N58	21	21
N28	14	14
N57	16	16
N24	33	33
N43	50	50
N29	28	28
N12	48	48
N68	15	15
N15	22	22
N74	19	19
N59	47	47
N73	26	26
N69	49	49
N49	33	33
N65	50	50
N16	42	42
N19	15	15

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
A95	68	66	45	45	90
A96	69	58	32	32	64
A97	69	59	11	11	22
A98	69	4	75	75	150
A99	75	23	17	17	34
A100	76	20	8	8	16
A101	51	21	2	2	4
A102	59	44	28	28	56

ARC	FROM N.	TO N.	T. COST
NrA1	5	6	8
NrA2	5	7	6
NrA3	7	8	18
NrA4	8	9	26
NrA5	10	11	12
NrA6	14	15	7
NrA7	13	77	12
NrA8	18	20	21
NrA9	22	24	4
NrA10	24	25	27
NrA11	25	75	16
NrA12	25	26	17
NrA13	23	26	12
NrA14	26	27	15
NrA15	26	28	18
NrA16	28	29	16
NrA17	25	29	27
NrA18	30	31	14
NrA19	33	36	27
NrA20	33	37	75
NrA21	37	38	8
NrA22	37	39	21
NrA23	39	40	5
NrA24	35	39	7
NrA25	40	41	9
NrA26	41	42	18
NrA27	42	43	11
NrA28	45	46	12
NrA29	11	48	79
NrA30	51	53	4
NrA31	52	53	4
NrA32	24	53	24
NrA33	19	50	30
NrA34	42	56	26
NrA35	63	64	9
NrA36	70	71	56
NrA37	71	72	6
NrA38	71	73	5
NrA39	72	73	5
NrA40	73	74	25
NrA41	18	72	92
NrA42	56	67	36
NrA43	12	76	7
NrA44	15	77	13
NrA45	76	77	35
NrA46	60	67	29
NrA47	62	67	31
NrA48	6	5	8
NrA49	7	5	6
NrA50	8	7	18
NrA51	9	8	26
NrA52	11	10	12
NrA53	15	14	7
NrA54	77	13	12
NrA55	20	18	21
NrA56	24	22	4
NrA57	25	24	27
NrA58	75	25	16
NrA59	26	25	17
NrA60	26	23	12
NrA61	27	26	15
NrA62	28	26	18
NrA63	29	28	16
NrA64	29	25	27
NrA65	31	30	14
NrA66	36	33	27
NrA67	37	33	75
NrA68	38	37	8
NrA69	39	37	21
NrA70	40	39	5
NrA71	39	35	7
NrA72	41	40	9
NrA73	42	41	18
NrA74	43	42	11
NrA75	46	45	12
NrA76	48	11	79
NrA77	53	51	4
NrA78	53	52	4
NrA79	53	24	24
NrA80	50	19	30
NrA81	56	42	26
NrA82	64	63	9
NrA83	71	70	56
NrA84	72	71	6
NrA85	73	71	5
NrA86	73	72	5
NrA87	74	73	25
NrA88	72	18	92
NrA89	67	56	36
NrA90	76	12	7
NrA91	77	15	13
NrA92	77	76	35
NrA93	67	60	29
NrA94	67	62	31
Based on CARP instance egl e1 A
