Name:		DI-NEARP-n240-Q16k
E104	278	224	25	26	51
E105	279	280	24	92	116
E106	203	281	23	6	29
E107	282	283	35	47	82
E108	284	49	12	117	129
E109	237	175	28	35	63
E110	152	285	23	12	35
E111	286	287	35	4	39
E112	217	288	12	62	74
E113	289	290	18	37	55
E114	270	255	15	190	205
E115	291	292	29	37	66
E116	120	293	67	235	302
E117	294	295	17	31	48
E118	296	297	16	134	150
E119	298	165	23	328	351
E120	106	299	62	70	132

EDGE	FROM N.	TO N.	T. COST
NrE1	300	301	34
NrE2	300	270	15
NrE3	302	303	63
NrE4	304	305	128
NrE5	306	307	70
NrE6	308	309	51
NrE7	310	1	27
NrE8	1	66	58
NrE9	311	2	9
NrE10	312	313	22
NrE11	313	314	14
NrE12	315	316	55
NrE13	317	318	8
NrE14	319	320	18
NrE15	321	322	174
NrE16	323	210	14
NrE17	323	324	42
NrE18	211	325	6
NrE19	148	326	32
NrE20	327	328	8
NrE21	329	330	52
NrE22	331	332	11
NrE23	333	160	125
NrE24	195	334	36
NrE25	271	3	35
NrE26	335	42	46
NrE27	172	4	8
NrE28	336	337	64
NrE29	338	322	108
NrE30	300	303	35
NrE31	306	338	121
NrE32	339	98	31
NrE33	304	340	52
NrE34	318	341	20
NrE35	124	342	16
NrE36	343	11	76
NrE37	343	5	20
NrE38	344	235	23
NrE39	6	345	18
NrE40	164	346	132
NrE41	280	347	3
NrE42	347	348	3
NrE43	336	349	4
NrE44	350	351	133
NrE45	352	353	9
NrE46	354	355	71
NrE47	356	7	70
NrE48	357	358	45
NrE49	292	359	30
NrE50	8	360	45
NrE51	361	362	81
NrE52	125	363	30
NrE53	364	188	8
NrE54	302	365	13
NrE55	170	366	33
NrE56	357	367	188
NrE57	368	369	13
NrE58	304	309	235
NrE59	370	128	31
NrE60	9	134	27
NrE61	127	214	33
NrE62	313	371	12
NrE63	112	372	105
NrE64	373	374	24
NrE65	375	376	155
NrE66	11	377	135
NrE67	131	12	15
NrE68	12	378	12
NrE69	379	133	63
NrE70	380	381	55
NrE71	305	382	354
NrE72	372	192	134
NrE73	383	384	18
NrE74	382	52	95
NrE75	385	386	80
NrE76	387	388	59
NrE77	389	390	17
NrE78	13	391	12
NrE79	392	393	19
NrE80	302	306	17
NrE81	148	208	15
NrE82	394	395	8
NrE83	374	394	19
NrE84	373	387	20
NrE85	396	397	8
NrE86	398	135	25
NrE87	129	161	18
NrE88	188	138	21
NrE89	107	298	88
NrE90	107	377	197
NrE91	124	74	29
NrE92	310	399	20
NrE93	400	130	3
NrE94	401	402	13
NrE95	308	367	58
NrE96	213	403	22
NrE97	300	214	20
NrE98	398	402	38
NrE99	356	260	229
NrE100	404	405	71
NrE101	393	146	6
NrE102	138	14	8
NrE103	14	406	28
NrE104	407	259	22
NrE105	408	409	80
NrE106	368	15	9
NrE107	410	408	27
NrE108	411	220	25
NrE109	412	413	11
NrE110	184	158	2
NrE111	201	108	5
NrE112	365	140	29
NrE113	307	414	24
NrE114	415	416	25
NrE115	417	418	28
NrE116	419	420	159
NrE117	280	200	45
NrE118	367	265	102
NrE119	421	422	57
NrE120	396	422	11
NrE121	339	423	17
NrE122	368	407	18
NrE123	311	353	16
NrE124	424	252	20
NrE125	379	425	17
NrE126	372	16	46
NrE127	426	181	11
NrE128	292	17	101
NrE129	340	427	332
NrE130	329	354	26
NrE131	149	252	51
NrE132	428	242	49
NrE133	309	151	103
NrE134	429	430	121
NrE135	372	63	56
NrE136	431	18	17
NrE137	107	19	76
NrE138	160	151	52
NrE139	432	293	52
NrE140	433	20	5
NrE141	181	20	12
NrE142	434	435	9
NrE143	436	286	43
NrE144	437	438	18
NrE145	13	439	8
NrE146	6	21	16
NrE147	336	440	19
NrE148	441	22	31
NrE149	339	170	7
NrE150	23	442	35
NrE151	23	443	8
NrE152	137	444	59
NrE153	445	446	94
NrE154	315	447	36
NrE155	262	29	57
NrE156	439	215	15
NrE157	360	448	39
NrE158	449	450	5
NrE159	450	451	29
NrE160	241	452	90
NrE161	157	453	5
NrE162	440	290	30
NrE163	454	455	21
NrE164	393	39	21
NrE165	243	456	16
NrE166	135	209	14
NrE167	127	140	33
NrE168	134	139	13
NrE169	428	24	25
NrE170	447	457	36
NrE171	413	458	8
NrE172	412	458	15
NrE173	25	26	9
NrE174	305	340	173
NrE175	265	27	13
NrE176	371	443	33
NrE177	326	196	55
NrE178	328	28	6
NrE179	28	459	27
NrE180	460	461	16
NrE181	143	457	6
NrE182	122	286	38
NrE183	298	166	84
NrE184	166	268	100
NrE185	343	462	41
NrE186	463	273	15
NrE187	320	436	13
NrE188	211	406	11
NrE189	464	465	18
NrE190	465	30	29
NrE191	323	366	34
NrE192	354	404	29
NrE193	123	169	25
NrE194	216	222	33
NrE195	350	156	236
NrE196	136	232	45
NrE197	136	31	6
NrE198	410	386	41
NrE199	310	466	24
NrE200	32	467	37
NrE201	216	468	20
NrE202	14	33	37
NrE203	364	33	5
NrE204	324	469	27
NrE205	292	470	78
NrE206	290	471	3
NrE207	15	34	43
NrE208	472	473	21
NrE209	474	251	14
NrE210	153	36	47
NrE211	475	263	50
NrE212	342	170	25
NrE213	409	476	48
NrE214	409	37	7
NrE215	477	38	27
NrE216	435	39	7
NrE217	367	478	124
NrE218	23	40	14
NrE219	308	183	98
NrE220	304	445	250
NrE221	318	469	33
NrE222	447	228	14
NrE223	434	475	25
NrE224	324	325	40
NrE225	479	41	9
NrE226	392	429	112
NrE227	406	444	78
NrE228	480	481	14
NrE229	34	482	11
NrE230	473	483	38
NrE231	429	484	116
NrE232	356	462	45
NrE233	485	486	213
NrE234	357	445	85
NrE235	144	293	12
NrE236	386	43	18
NrE237	124	395	21
NrE238	228	182	16
NrE239	439	487	13
NrE240	208	191	25
NrE241	44	198	16
NrE242	397	250	37
NrE243	10	464	21
NrE244	51	488	517
NrE245	226	489	17
NrE246	401	185	34
NrE247	490	45	16
NrE248	45	491	19
NrE249	186	234	11
NrE250	46	492	54
NrE251	383	391	21
NrE252	391	487	10
NrE253	262	484	50
NrE254	20	435	19
NrE255	370	493	7
NrE256	233	75	167
NrE257	381	291	20
NrE258	47	494	31
NrE259	494	48	14
NrE260	494	495	46
NrE261	496	495	51
NrE262	385	457	57
NrE263	49	497	21
NrE264	41	498	34
NrE265	195	206	72
NrE266	147	499	28
NrE267	108	205	11
NrE268	13	384	37
NrE269	500	190	14
NrE270	147	190	66
NrE271	501	502	45
NrE272	186	50	40
NrE273	15	503	13
NrE274	212	504	31
NrE275	321	51	54
NrE276	262	276	14
NrE277	505	76	36
NrE278	451	386	18
NrE279	155	36	6
NrE280	53	506	16
NrE281	22	54	25
NrE282	427	446	216
NrE283	465	40	25
NrE284	122	451	39
NrE285	40	507	33
NrE286	508	509	5
NrE287	413	55	17
NrE288	452	375	14
NrE289	222	217	7
NrE290	334	193	78
NrE291	251	510	43
NrE292	355	495	16
NrE293	502	511	33
NrE294	502	512	33
NrE295	513	514	6
NrE296	513	56	7
NrE297	16	118	41
NrE298	332	515	31
NrE299	402	202	6
NrE300	516	405	49
NrE301	209	500	26
NrE302	390	394	18
NrE303	112	517	10
NrE304	252	132	4
NrE305	374	76	38
NrE306	298	427	115
NrE307	291	57	35
NrE308	215	283	5
NrE309	333	257	117
NrE310	255	518	30
NrE311	301	518	4
NrE312	364	403	5
NrE313	334	421	7
NrE314	206	519	36
NrE315	415	504	14
NrE316	482	483	16
NrE317	520	521	28
NrE318	520	58	27
NrE319	287	59	19
NrE320	288	522	11
NrE321	362	499	26
NrE322	317	200	29
NrE323	35	504	32
NrE324	477	519	23
NrE325	314	523	31
NrE326	119	524	23
NrE327	220	119	25
NrE328	525	330	5
NrE329	355	330	10
NrE330	293	194	44
NrE331	141	177	28
NrE332	112	419	34
NrE333	167	526	7
NrE334	493	284	15
NrE335	449	527	31
NrE336	389	466	45
NrE337	182	109	20
NrE338	312	507	10
NrE339	60	61	17
NrE340	151	183	59
NrE341	528	62	56
NrE342	107	529	58
NrE343	2	327	36
NrE344	352	481	11
NrE345	48	496	13
NrE346	458	388	29
NrE347	369	503	9
NrE348	440	54	12
NrE349	473	101	9
NrE350	530	248	3
NrE351	463	531	25
NrE352	413	226	26
NrE353	532	225	24
NrE354	399	532	52
NrE355	370	456	13
NrE356	508	64	14
NrE357	34	481	15
NrE358	18	515	10
NrE359	317	279	21
NrE360	349	54	16
NrE361	376	533	102
NrE362	378	425	55
NrE363	400	461	11
NrE364	261	488	18
NrE365	378	133	19
NrE366	153	47	22
NrE367	49	199	8
NrE368	404	36	49
NrE369	184	470	46
NrE370	471	253	37
NrE371	479	207	35
NrE372	324	65	8
NrE373	399	444	25
NrE374	379	67	31
NrE375	379	460	3
NrE376	498	68	41
NrE377	524	233	11
NrE378	128	514	15
NrE379	442	294	16
NrE380	316	29	39
NrE381	408	110	24
NrE382	410	476	84
NrE383	42	514	16
NrE384	179	231	20
NrE385	469	199	19
NrE386	425	461	3
NrE387	356	529	362
NrE388	344	349	14
NrE389	344	506	24
NrE390	65	341	34
NrE391	460	248	9
NrE392	468	534	40
NrE393	174	535	11
NrE394	174	534	8
NrE395	3	229	16
NrE396	271	229	20
NrE397	536	272	18
NrE398	411	219	23
NrE399	403	69	8
NrE400	417	431	5
NrE401	331	537	23
NrE402	441	246	9
NrE403	213	25	10
NrE404	9	25	23
NrE405	134	501	44
NrE406	327	480	18
NrE407	395	525	62
NrE408	64	538	19
NrE409	8	380	20
NrE410	398	178	23
NrE411	185	50	16
NrE412	478	358	58
NrE413	392	397	29
NrE414	366	98	28
NrE415	27	183	48
NrE416	476	70	24
NrE417	265	70	13
NrE418	431	539	15
NrE419	325	341	20
NrE420	316	358	50
NrE421	196	35	68
NrE422	400	436	6
NrE423	130	425	11
NrE424	38	118	49
NrE425	490	540	36
NrE426	347	441	20
NrE427	192	430	9
NrE428	541	71	15
NrE429	328	509	18
NrE430	527	72	7
NrE431	198	218	18
NrE432	489	376	28
NrE433	301	542	19
NrE434	506	536	23
NrE435	377	543	95
NrE436	60	544	27
NrE437	190	512	6
NrE438	361	512	11
NrE439	342	66	32
NrE440	479	60	11
NrE441	232	513	4
NrE442	446	543	184
NrE443	360	224	55
NrE444	530	545	15
NrE445	337	546	20
NrE446	2	352	17
NrE447	311	527	32
NrE448	171	202	5
NrE449	315	109	23
NrE450	421	453	37
NrE451	333	382	82
NrE452	489	225	20
NrE453	26	501	14
NrE454	329	505	18
NrE455	493	547	9
NrE456	521	73	30
NrE457	453	111	40
NrE458	287	548	11
NrE459	143	548	59
NrE460	466	549	34
NrE461	67	545	10
NrE462	424	67	4
NrE463	392	475	24
NrE464	423	497	16
NrE465	41	233	90
NrE466	179	245	18
NrE467	320	531	14
NrE468	443	507	16
NrE469	470	75	64
NrE470	338	526	21
NrE471	525	76	43
NrE472	272	236	21
NrE473	194	546	3
NrE474	430	543	86
NrE475	142	77	36
NrE476	321	419	14
NrE477	350	516	47
NrE478	412	376	16
NrE479	237	238	14
NrE480	319	273	6
NrE481	446	484	119
NrE482	283	78	36
NrE483	322	420	3
NrE484	331	420	33
NrE485	348	179	33
NrE486	537	540	34
NrE487	362	144	18
NrE488	312	523	6
NrE489	335	240	27
NrE490	422	150	23
NrE491	414	533	106
NrE492	375	550	57
NrE493	24	505	22
NrE494	38	79	24
NrE495	274	551	10
NrE496	337	551	9
NrE497	551	552	20
NrE498	112	553	107
NrE499	553	80	15
NrE500	545	546	16
NrE501	437	169	10
NrE502	433	434	19
NrE503	384	21	8
NrE504	517	81	54
NrE505	197	554	6
NrE506	521	82	32
NrE507	477	539	3
NrE508	414	532	103
NrE509	187	284	6
NrE510	483	503	42
NrE511	511	253	7
NrE512	480	509	7
NrE513	531	247	9
NrE514	12	59	23
NrE515	393	426	23
NrE516	426	59	48
NrE517	212	554	16
NrE518	303	269	14
NrE519	522	257	19
NrE520	369	345	21
NrE521	383	345	25
NrE522	396	252	55
NrE523	346	555	45
NrE524	556	83	8
NrE525	253	84	21
NrE526	448	224	14
NrE527	491	492	33
NrE528	455	278	12
NrE529	189	542	5
NrE530	214	189	37
NrE531	536	85	16
NrE532	490	86	27
NrE533	234	86	20
NrE534	168	86	15
NrE535	432	471	40
NrE536	432	254	4
NrE537	251	111	53
NrE538	492	71	19
NrE539	418	46	16
NrE540	19	529	19
NrE541	437	243	14
NrE542	456	438	13
NrE543	549	87	5
NrE544	441	289	9
NrE545	47	48	26
NrE546	555	258	7
NrE547	227	548	14
NrE548	16	528	17
NrE549	433	182	26
NrE550	515	539	22
NrE551	485	488	83
NrE552	498	207	7
NrE553	492	88	21
NrE554	519	89	13
NrE555	491	554	13
NrE556	423	244	10
NrE557	484	263	46
NrE558	276	263	82
NrE559	518	249	10
NrE560	365	50	12
NrE561	389	55	26
NrE562	3	264	16
NrE563	516	204	44
NrE564	203	550	10
NrE565	385	478	56
NrE566	139	401	22
NrE567	495	557	6
NrE568	145	474	12
NrE569	424	510	10
NrE570	510	545	3
NrE571	525	557	26
NrE572	464	557	3
NrE573	517	90	21
NrE574	172	365	17
NrE575	371	161	16
NrE576	472	245	19
NrE577	335	231	15
NrE578	233	115	51
NrE579	307	269	16
NrE580	467	558	17
NrE581	212	541	12
NrE582	288	278	14
NrE583	450	91	3
NrE584	449	559	24
NrE585	132	67	22
NrE586	176	266	13
NrE587	250	132	12
NrE588	472	85	14
NrE589	536	560	18
NrE590	508	560	22
NrE591	538	560	14
NrE592	16	553	27
NrE593	194	510	16
NrE594	416	89	26
NrE595	523	116	9
NrE596	520	63	29
NrE597	454	92	37
NrE598	463	274	27
NrE599	482	64	16
NrE600	57	359	26
NrE601	418	93	20
NrE602	455	257	20
NrE603	239	113	31
NrE604	547	244	24
NrE605	243	547	13
NrE606	351	94	19
NrE607	469	497	9
NrE608	410	282	15
NrE609	314	162	17
NrE610	30	544	8
NrE611	222	522	26
NrE612	405	556	38
NrE613	524	114	20
NrE614	53	85	23
NrE615	176	77	29
NrE616	487	44	21
NrE617	175	468	6
NrE618	380	285	28
NrE619	428	95	21
NrE620	416	96	13
NrE621	417	96	20
NrE622	267	561	19
NrE623	268	561	59
NrE624	52	555	20
NrE625	562	97	8
NrE626	550	351	13
NrE627	348	240	8
NrE628	10	294	21
NrE629	290	279	20
NrE630	241	388	29
NrE631	407	72	31
NrE632	485	260	20
NrE633	57	467	29
NrE634	164	534	41
NrE635	32	535	63
NrE636	324	98	32
NrE637	387	390	6
NrE638	491	540	49
NrE639	154	115	10
NrE640	191	500	44
NrE641	326	178	38
NrE642	147	191	16
NrE643	22	53	15
NrE644	415	93	13
NrE645	559	99	6
NrE646	418	541	22
NrE647	452	281	28
NrE648	544	116	26
NrE649	221	117	25
NrE650	411	117	23
NrE651	137	542	12
NrE652	537	88	28
NrE653	332	100	13
NrE654	462	521	43
NrE655	353	407	20
NrE656	6	259	14
NrE657	21	78	14
NrE658	370	297	8
NrE659	558	359	13
NrE660	118	528	51
NrE661	119	221	53
NrE662	511	120	43
NrE663	223	346	9
NrE664	381	239	25
NrE665	128	296	15
NrE666	546	552	10
NrE667	530	552	19
NrE668	442	296	8
NrE669	561	486	97
NrE670	24	405	95
NrE671	30	496	3
NrE672	498	230	8
NrE673	315	277	17
NrE674	350	556	35
NrE675	538	101	7
NrE676	490	526	14
NrE677	549	275	11
NrE678	562	102	29
NrE679	102	103	9
NrE680	361	104	8
NrE681	120	104	5
NrE682	535	558	68
NrE683	369	105	12
NrE684	180	105	25
NrE685	319	102	19
NrE686	477	89	28
NrE687	474	499	8
NrE688	373	95	19
NrE689	448	454	5
NrE690	559	562	29
NrE691	438	295	6
NrE692	19	563	36
NrE693	563	106	96
NrE694	267	563	25
NrE695	486	106	41

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST

ARC	FROM N.	TO N.	T. COST
