Name:		BHW12
Optimal value:	-1
#Vehicles:	-1
Capacity:	150
Depot Node:	1
#Nodes:		140
#Edges:		0
#Arcs:		380
#Required N:	40
#Required E:	0
#Required A:	75

ReN.	DEMAND	S. COST
N36	43	43
N48	42	42
N125	25	25
N38	13	13
N5	21	21
N49	28	28
N20	41	41
N103	21	21
N82	17	17
N37	46	46
N61	33	33
N113	32	32
N80	35	35
N13	35	35
N11	19	19
N42	16	16
N134	33	33
N46	20	20
N30	35	35
N54	40	40
N25	34	34
N62	11	11
N88	20	20
N139	40	40
N92	40	40
N84	20	20
N135	50	50
N10	11	11
N124	27	27
N114	45	45
N16	29	29
N6	48	48
N43	38	38
N15	15	15
N76	26	26
N64	36	36
N78	40	40
N118	14	14
N29	21	21
N70	29	29

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
NrA22	35	37	17
NrA23	40	41	12
NrA24	38	41	10
NrA25	41	47	99
NrA26	37	42	17
NrA27	42	43	5
NrA28	42	47	4
NrA29	46	47	7
NrA30	48	139	49
NrA31	48	50	8
NrA32	50	51	30
NrA33	51	52	12
NrA34	52	53	12
NrA35	53	140	24
NrA36	56	57	49
NrA37	57	58	20
NrA38	58	59	40
NrA39	59	60	18
NrA40	45	60	15
NrA41	60	61	35
NrA42	59	61	31
NrA43	49	61	13
NrA44	57	62	14
NrA45	56	65	30
NrA46	69	70	8
NrA47	70	71	9
NrA48	72	74	15
NrA49	73	74	5
NrA50	71	75	36
NrA51	75	76	47
NrA52	74	76	27
NrA53	76	77	10
NrA54	79	81	9
NrA55	80	81	10
NrA56	82	83	10
NrA57	81	83	17
NrA58	83	84	18
NrA59	86	88	33
NrA60	88	89	14
NrA61	88	90	12
NrA62	90	91	7
NrA63	68	90	67
NrA64	66	91	69
NrA65	89	92	10
NrA66	82	92	26
NrA67	84	92	29
NrA68	64	93	28
NrA69	63	93	25
NrA70	93	94	17
NrA71	94	95	49
NrA72	96	99	10
NrA73	97	99	37
NrA74	99	100	33
NrA75	94	100	17
NrA76	94	101	4
NrA77	66	101	28
NrA78	101	102	17
NrA79	102	103	42
NrA80	91	103	27
NrA81	106	108	38
NrA82	103	113	46
NrA83	114	115	36
NrA84	115	116	10
NrA85	115	117	20
NrA86	117	118	49
NrA87	119	120	14
NrA88	91	118	35
NrA89	118	121	17
NrA90	120	121	16
NrA91	121	122	8
NrA92	87	122	15
NrA93	122	123	15
NrA94	123	124	29
NrA95	120	123	32
NrA96	123	125	32
NrA97	4	124	67
NrA98	126	127	15
NrA99	127	128	22
NrA100	3	128	41
NrA101	128	129	23
NrA102	127	129	11
NrA103	126	131	26
NrA104	131	132	5
NrA105	132	133	7
NrA106	133	134	10
NrA107	133	135	19
NrA108	134	135	14
NrA109	134	136	31
NrA110	136	137	29
NrA111	136	138	5
NrA112	131	138	47
NrA113	125	138	20
NrA114	54	140	18
NrA115	58	70	11
NrA116	6	5	26
NrA117	8	6	10
NrA118	9	8	37
NrA119	11	8	48
NrA120	12	11	25
NrA121	13	12	12
NrA122	14	13	18
NrA123	22	20	10
NrA124	24	20	33
NrA125	25	24	10
NrA126	27	25	19
NrA127	28	27	6
NrA128	29	28	5
NrA129	30	28	5
NrA130	32	30	28
NrA131	33	11	24
NrA132	139	34	49
NrA133	37	36	20
NrA134	38	36	25
NrA135	39	38	6
NrA136	40	39	18
NrA137	43	37	16
NrA138	44	43	31
NrA139	45	44	14
NrA140	45	34	4
NrA141	46	43	5
NrA142	139	33	13
NrA143	49	48	10
NrA144	140	49	24
NrA145	55	54	10
NrA146	56	55	4
NrA147	63	62	7
NrA148	64	63	9
NrA149	65	64	15
NrA150	66	62	37
NrA151	67	66	33
NrA152	68	67	9
NrA153	69	67	4
NrA154	71	69	6
NrA155	72	71	9
NrA156	73	72	18
NrA157	73	44	36
NrA158	77	46	16
NrA159	78	77	15
NrA160	79	78	12
NrA161	80	79	12
NrA162	82	80	16
NrA163	84	82	13
NrA164	85	84	10
NrA165	86	85	20
NrA166	87	86	4
NrA167	96	95	8
NrA168	97	96	17
NrA169	98	97	3
NrA170	104	102	21
NrA171	105	104	6
NrA172	106	105	15
NrA173	107	106	28
NrA174	108	107	25
NrA175	109	108	103
NrA176	110	107	8
NrA177	111	110	7
NrA178	112	110	13
NrA179	112	107	13
NrA180	113	112	4
NrA181	114	113	12
NrA182	116	1	18
NrA183	117	116	19
NrA184	117	2	16
NrA185	119	117	24
NrA186	118	114	58
NrA187	126	124	11
NrA188	130	126	35
NrA189	140	55	14
NrA190	27	11	50
NrA191	7	6	21
NrA192	10	9	12
NrA193	15	10	13
NrA194	16	15	8
NrA195	17	15	13
NrA196	17	13	6
NrA197	16	13	12
NrA198	18	17	8
NrA199	19	18	6
NrA200	19	10	28
NrA201	20	12	34
NrA202	21	20	58
NrA203	23	21	55
NrA204	24	23	56
NrA205	26	25	48
NrA206	26	23	20
NrA207	31	30	41
NrA208	31	26	12
NrA209	33	29	52
NrA210	35	34	59
NrA211	36	35	4
NrA212	37	35	17
NrA213	41	40	12
NrA214	41	38	10
NrA215	47	41	99
NrA216	42	37	17
NrA217	43	42	5
NrA218	47	42	4
NrA219	47	46	7
NrA220	139	48	49
NrA221	50	48	8
NrA222	51	50	30
NrA223	52	51	12
NrA224	53	52	12
NrA225	140	53	24
NrA226	57	56	49
NrA227	58	57	20
NrA228	59	58	40
NrA229	60	59	18
NrA230	60	45	15
NrA231	61	60	35
NrA232	61	59	31
NrA233	61	49	13
NrA234	62	57	14
NrA235	65	56	30
NrA236	70	69	8
NrA237	71	70	9
NrA238	74	72	15
NrA239	74	73	5
NrA240	75	71	36
NrA241	76	75	47
NrA242	76	74	27
NrA243	77	76	10
NrA244	81	79	9
NrA245	81	80	10
NrA246	83	82	10
NrA247	83	81	17
NrA248	84	83	18
NrA249	88	86	33
NrA250	89	88	14
NrA251	90	88	12
NrA252	91	90	7
NrA253	90	68	67
NrA254	91	66	69
NrA255	92	89	10
NrA256	92	82	26
NrA257	92	84	29
NrA258	93	64	28
NrA259	93	63	25
NrA260	94	93	17
NrA261	95	94	49
NrA262	99	96	10
NrA263	99	97	37
NrA264	100	99	33
NrA265	100	94	17
NrA266	101	94	4
NrA267	101	66	28
NrA268	102	101	17
NrA269	103	102	42
NrA270	103	91	27
NrA271	108	106	38
NrA272	113	103	46
NrA273	115	114	36
NrA274	116	115	10
NrA275	117	115	20
NrA276	118	117	49
NrA277	120	119	14
NrA278	118	91	35
NrA279	121	118	17
NrA280	121	120	16
NrA281	122	121	8
NrA282	122	87	15
NrA283	123	122	15
NrA284	124	123	29
NrA285	123	120	32
NrA286	125	123	32
NrA287	124	4	67
NrA288	127	126	15
NrA289	128	127	22
NrA290	128	3	41
NrA291	129	128	23
NrA292	129	127	11
NrA293	131	126	26
NrA294	132	131	5
NrA295	133	132	7
NrA296	134	133	10
NrA297	135	133	19
NrA298	135	134	14
NrA299	136	134	31
NrA300	137	136	29
NrA301	138	136	5
NrA302	138	131	47
NrA303	138	125	20
NrA304	140	54	18
NrA305	70	58	11
based on carp instance egl s1 B
