Name:		DI-NEARP-n699-Q16k
N317	78	78
N318	77	77
N319	121	121
N320	42	42
N321	41	41
N322	163	163
N323	41	41
N324	108	108
N325	227	227
N326	124	124
N327	47	47
N328	56	56
N329	99	99
N330	86	86
N331	41	41
N332	102	102
N333	48	48
N334	19	19
N335	41	41

ReE.	From N.	To N.	T. COST	DEMAND	S. COST
E1	267	67	30	402	432
E2	336	337	30	1	31
E3	338	339	6	227	233
E4	340	341	25	174	199
E5	341	342	14	86	100
E6	342	343	22	210	232
E7	344	345	21	81	102
E8	346	347	77	1623	1700
E9	348	349	9	86	95
E10	349	350	21	118	139
E11	351	352	8	121	129
E12	352	353	4	37	41
E13	352	354	14	197	211
E14	4	339	12	91	103
E15	339	355	9	37	46
E16	356	357	34	155	189
E17	358	359	17	291	308
E18	360	361	53	663	716
E19	345	362	58	386	444
E20	295	363	22	187	209
E21	356	7	11	44	55
E22	364	365	25	301	326
E23	344	366	77	1735	1812
E24	366	8	17	123	140
E25	367	368	43	450	493
E26	368	296	15	125	140
E27	295	9	12	117	129
E28	369	10	32	479	511
E29	344	370	30	80	110
E30	370	371	23	57	80
E31	372	373	9	116	125
E32	373	374	12	207	219
E33	375	376	9	126	135
E34	377	378	14	265	279
E35	379	380	9	96	105
E36	19	20	16	217	233
E37	340	367	15	284	299
E38	367	10	6	120	126
E39	10	381	15	44	59
E40	348	382	20	1	21
E41	23	368	23	237	260
E42	27	383	5	37	42
E43	29	384	9	79	88
E44	29	385	17	79	96
E45	386	387	6	37	43
E46	381	388	20	166	186
E47	389	279	42	391	433
E48	279	390	6	38	44
E49	390	364	4	113	117
E50	373	391	14	167	181
E51	392	32	17	140	157
E52	393	394	20	213	233
E53	20	393	18	211	229
E54	393	385	25	221	246
E55	385	395	17	99	116
E56	273	396	30	459	489
E57	262	397	12	135	147
E58	397	398	14	199	213
E59	341	399	58	883	941
E60	5	400	15	251	266
E61	401	35	15	156	171
E62	35	402	10	90	100
E63	403	404	5	42	47
E64	405	406	14	74	88
E65	407	408	32	135	167
E66	401	409	25	298	323
E67	355	38	15	271	286
E68	410	358	2	37	39
E69	358	281	7	80	87
E70	353	346	11	165	176
E71	346	411	13	75	88
E72	39	412	4	74	78
E73	412	40	25	299	324
E74	40	402	18	121	139
E75	413	375	15	249	264
E76	375	414	36	552	588
E77	41	415	31	235	266
E78	39	416	14	96	110
E79	415	376	49	535	584
E80	417	41	10	117	127
E81	404	418	11	134	145
E82	418	287	3	38	41
E83	287	386	7	169	176
E84	349	419	9	129	138
E85	420	43	17	166	183
E86	421	360	11	166	177
E87	360	422	16	39	55
E88	423	44	10	79	89
E89	21	424	43	626	669
E90	425	426	7	79	86
E91	427	428	11	168	179
E92	428	429	6	81	87
E93	428	430	20	528	548
E94	431	429	23	359	382
E95	432	264	18	48	66
E96	264	389	27	339	366
E97	45	348	14	50	64
E98	433	402	3	74	77
E99	433	434	22	231	253
E100	435	48	16	135	151
E101	372	436	15	121	136
E102	16	437	22	172	194
E103	392	438	9	81	90
E104	439	440	5	74	79
E105	38	441	8	164	172
E106	281	442	15	89	104
E107	443	444	17	103	120
E108	272	51	5	79	84
E109	445	446	23	79	102
E110	64	420	88	257	345
E111	410	447	30	247	277
E112	285	27	4	37	41
E113	27	417	25	301	326
E114	417	448	13	47	60
E115	275	287	12	123	135
E116	423	38	21	199	220
E117	449	450	33	39	72
E118	4	451	12	201	213
E119	452	453	50	158	208
E120	442	454	17	129	146
E121	454	455	7	89	96
E122	456	457	7	37	44
E123	458	459	26	203	229
E124	442	460	11	123	134
E125	454	461	11	125	136
E126	462	463	23	246	269
E127	464	465	6	42	48
E128	9	369	10	112	122
E129	429	396	16	229	245
E130	466	467	56	86	142
E131	468	469	34	473	507
E132	468	470	12	123	135
E133	471	472	10	126	136
E134	473	425	12	420	432
E135	292	474	51	547	598
E136	475	476	8	76	84
E137	476	125	2	81	83
E138	477	478	34	42	76
E139	293	479	7	154	161
E140	480	481	18	212	230
E141	482	483	10	76	86
E142	483	87	5	116	121
E143	484	485	6	37	43
E144	486	305	19	89	108
E145	487	488	31	511	542
E146	489	490	35	163	198
E147	491	492	32	155	187
E148	93	493	5	122	127
E149	494	495	21	209	230
E150	94	496	55	515	570
E151	496	497	21	82	103
E152	498	499	22	74	96
E153	499	500	27	104	131
E154	501	502	15	209	224
E155	96	97	128	239	367
E156	503	504	5	79	84
E157	504	505	5	84	89
E158	505	496	37	399	436
E159	505	307	8	79	87
E160	506	507	15	219	234
E161	508	509	9	79	88
E162	510	100	58	631	689
E163	102	511	18	94	112
E164	512	513	10	168	178
E165	513	514	14	193	207
E166	515	516	8	122	130
E167	516	104	11	75	86
E168	494	517	15	127	142
E169	518	519	13	158	171
E170	519	520	36	455	491
E171	521	298	6	118	124
E172	522	523	27	247	274
E173	298	523	19	178	197
E174	524	525	28	180	208
E175	526	527	20	5	25
E176	521	528	12	129	141
E177	529	511	23	156	179
E178	530	531	33	271	304
E179	532	104	12	168	180
E180	104	533	9	74	83
E181	534	506	15	125	140
E182	501	535	37	551	588
E183	535	536	14	113	127
E184	535	537	11	163	174
E185	96	106	12	87	99
E186	106	506	11	127	138
E187	506	538	9	74	83
E188	519	539	12	180	192
E189	539	540	29	405	434
E190	541	542	16	138	154
E191	484	543	18	160	178
E192	517	544	47	249	296
E193	109	477	12	102	114
E194	108	545	13	117	130
E195	545	302	6	74	80
E196	546	547	15	89	104
E197	86	548	8	89	97
E198	548	549	14	260	274
E199	550	112	13	126	139
E200	524	551	12	160	172
E201	551	552	7	195	202
E202	552	516	16	259	275
E203	114	305	13	98	111
E204	553	86	32	126	158
E205	554	555	9	74	83
E206	556	304	23	204	227
E207	557	558	43	345	388
E208	559	560	7	250	257
E209	560	561	9	155	164
E210	561	115	19	531	550
E211	562	502	11	116	127
E212	502	563	36	409	445
E213	563	564	18	81	99
E214	564	565	15	808	823
E215	560	566	4	116	120
E216	567	568	18	336	354
E217	512	569	36	362	398
E218	569	513	13	208	221
E219	569	570	8	156	164
E220	501	497	14	344	358
E221	571	541	42	350	392
E222	541	492	57	116	173
E223	492	572	22	144	166
E224	508	431	10	94	104
E225	573	574	16	80	96
E226	93	575	16	85	101
E227	306	119	14	118	132
E228	504	576	12	80	92
E229	577	578	16	238	254
E230	579	580	15	118	133
E231	539	581	7	56	63
E232	302	582	11	141	152
E233	550	583	14	118	132
E234	562	584	11	150	161
E235	572	585	91	600	691
E236	586	587	34	280	314
E237	586	588	27	164	191
E238	476	589	3	40	43
E239	127	126	3	74	77
E240	590	591	68	218	286
E241	94	592	16	123	139
E242	486	593	7	86	93
E243	522	594	38	132	170
E244	595	596	5	37	42
E245	596	526	8	79	87
E246	571	597	41	109	150
E247	597	598	19	93	112
E248	598	557	23	184	207
E249	599	529	12	121	133
E250	529	530	41	590	631
E251	600	449	38	237	275
E252	601	602	47	145	192
E253	603	604	24	74	98
E254	605	301	29	115	144
E255	573	606	16	1	17
E256	606	551	33	173	206
E257	551	515	14	93	107
E258	589	607	13	42	55
E259	608	609	15	85	100
E260	610	611	87	244	331
E261	91	152	23	79	102
E262	113	612	14	84	98
E263	613	614	16	87	103
E264	89	615	9	46	55
E265	616	617	6	37	43
E266	618	619	56	445	501
E267	620	621	25	212	237
E268	579	318	9	139	148
E269	507	622	10	86	96
E270	623	624	20	223	243
E271	619	625	7	53	60
E272	620	626	21	74	95
E273	627	628	36	185	221
E274	629	630	18	411	429
E275	507	98	6	74	80
E276	80	631	16	42	58
E277	146	632	6	74	80
E278	150	633	3	74	77
E279	634	635	8	138	146
E280	147	636	12	74	86
E281	637	638	10	242	252
E282	470	639	8	83	91
E283	640	555	1	42	43
E284	641	642	8	38	46
E285	643	644	26	96	122
E286	158	159	9	84	93
E287	474	601	8	160	168
E288	645	646	5	1	6
E289	646	647	20	49	69
E290	480	648	6	74	80
E291	649	650	7	79	86
E292	650	651	19	174	193
E293	648	652	5	143	148
E294	652	653	14	206	220
E295	652	654	11	168	179
E296	655	656	14	160	174
E297	657	658	43	221	264
E298	658	659	4	79	83
E299	659	660	7	37	44
E300	660	661	9	130	139
E301	661	662	50	630	680
E302	238	663	24	380	404
E303	162	664	17	286	303
E304	164	665	14	45	59
E305	234	666	29	176	205
E306	667	662	57	145	202
E307	668	669	38	227	265
E308	644	166	33	327	360
E309	670	671	19	121	140
E310	658	672	11	127	138
E311	673	674	18	162	180
E312	673	675	14	90	104
E313	157	676	11	132	143
E314	676	668	28	340	368
E315	677	678	6	112	118
E316	678	679	11	298	309
E317	680	681	11	42	53
E318	681	682	5	81	86
E319	326	170	5	79	84
E320	683	684	22	204	226
E321	685	686	25	86	111
E322	687	688	18	149	167
E323	177	178	22	87	109
E324	689	690	51	107	158
E325	691	692	19	221	240
E326	180	693	9	123	132
E327	693	694	12	240	252
E328	694	695	11	47	58
E329	696	697	7	74	81
E330	698	699	61	500	561
E331	189	700	41	222	263
E332	700	190	15	159	174
E333	191	701	8	79	87
E334	185	194	26	183	209
E335	702	703	13	150	163
E336	704	195	66	151	217
E337	199	705	25	86	111
E338	200	706	24	37	61
E339	707	708	19	114	133
E340	709	710	147	47	194
E341	163	711	8	39	47
E342	712	202	35	92	127
E343	202	713	23	74	97
E344	679	714	11	253	264
E345	679	715	12	198	210
E346	680	716	5	79	84
E347	649	717	16	123	139
E348	676	718	10	111	121
E349	719	720	85	231	316
E350	672	721	7	37	44
E351	656	650	20	289	309
E352	722	321	16	118	134
E353	201	723	8	114	122
E354	724	235	15	81	96
E355	241	725	4	74	78
E356	725	673	11	208	219
E357	726	727	7	114	121
E358	683	680	5	114	119
E359	170	728	6	81	87
E360	335	244	10	81	91
E361	254	729	7	42	49
E362	730	731	49	38	87
E363	731	732	47	19	66
E364	731	733	102	37	139

EDGE	FROM N.	TO N.	T. COST
NrE1	734	735	90
NrE2	337	338	7
NrE3	345	377	9
NrE4	377	366	3
NrE5	1	352	18
NrE6	2	3	10
NrE7	3	4	3
NrE8	355	262	11
NrE9	262	5	9
NrE10	5	477	10
NrE11	433	263	12
NrE12	264	356	17
NrE13	361	462	8
NrE14	345	6	75
NrE15	7	364	5
NrE16	8	367	7
NrE17	736	737	30
NrE18	737	11	15
NrE19	7	12	24
NrE20	370	13	64
NrE21	13	738	28
NrE22	738	14	20
NrE23	14	739	29
NrE24	371	372	5
NrE25	373	15	7
NrE26	412	16	7
NrE27	16	375	15
NrE28	377	379	35
NrE29	14	17	16
NrE30	17	18	6
NrE31	18	19	10
NrE32	340	20	6
NrE33	6	381	6
NrE34	6	283	24
NrE35	10	362	8
NrE36	21	265	15
NrE37	265	740	25
NrE38	734	382	5
NrE39	734	11	16
NrE40	11	266	47
NrE41	382	267	16
NrE42	741	22	2
NrE43	11	741	12
NrE44	742	743	12
NrE45	743	744	6
NrE46	743	448	16
NrE47	743	24	10
NrE48	25	26	10
NrE49	26	745	9
NrE50	19	28	8
NrE51	28	29	12
NrE52	268	386	19
NrE53	387	746	3
NrE54	369	381	31
NrE55	738	30	7
NrE56	30	31	5
NrE57	31	392	1
NrE58	32	33	3
NrE59	33	747	13
NrE60	747	269	39
NrE61	34	270	5
NrE62	262	271	6
NrE63	5	748	22
NrE64	5	749	15
NrE65	387	272	28
NrE66	273	272	15
NrE67	273	401	8
NrE68	2	404	4
NrE69	2	36	4
NrE70	36	37	10
NrE71	13	408	24
NrE72	355	274	6
NrE73	353	750	5
NrE74	411	39	7
NrE75	416	42	4
NrE76	415	42	12
NrE77	744	41	9
NrE78	744	443	3
NrE79	24	443	9
NrE80	24	751	6
NrE81	268	751	3
NrE82	418	275	19
NrE83	360	43	18
NrE84	347	43	4
NrE85	347	40	13
NrE86	746	44	11
NrE87	746	752	1
NrE88	21	752	25
NrE89	753	754	6
NrE90	427	473	1
NrE91	431	755	6
NrE92	753	755	16
NrE93	753	469	7
NrE94	756	757	1
NrE95	264	757	48
NrE96	389	45	2
NrE97	371	46	14
NrE98	447	456	6
NrE99	47	758	7
NrE100	758	435	10
NrE101	48	276	2
NrE102	737	276	15
NrE103	339	277	13
NrE104	8	378	27
NrE105	435	759	15
NrE106	759	49	4
NrE107	49	760	15
NrE108	759	278	33
NrE109	3	761	13
NrE110	50	762	33
NrE111	279	763	7
NrE112	32	764	12
NrE113	747	280	9
NrE114	51	440	14
NrE115	406	464	13
NrE116	30	408	34
NrE117	281	765	31
NrE118	40	766	30
NrE119	416	767	24
NrE120	42	52	21
NrE121	751	466	1
NrE122	450	53	51
NrE123	53	768	86
NrE124	752	54	26
NrE125	425	55	8
NrE126	755	468	1
NrE127	45	769	22
NrE128	770	282	33
NrE129	734	56	2
NrE130	56	771	11
NrE131	51	439	4
NrE132	286	452	12
NrE133	772	57	5
NrE134	758	773	1
NrE135	57	58	21
NrE136	36	774	8
NrE137	390	59	9
NrE138	60	61	9
NrE139	43	421	8
NrE140	35	775	11
NrE141	1	351	9
NrE142	773	284	17
NrE143	47	776	14
NrE144	31	407	9
NrE145	33	777	8
NrE146	19	778	15
NrE147	17	779	13
NrE148	27	780	24
NrE149	411	60	12
NrE150	1	781	6
NrE151	741	56	14
NrE152	773	62	31
NrE153	28	782	18
NrE154	18	783	22
NrE155	445	432	9
NrE156	432	446	18
NrE157	784	785	2
NrE158	785	786	1
NrE159	786	787	3
NrE160	787	788	1
NrE161	788	789	2
NrE162	784	789	1
NrE163	772	63	36
NrE164	772	64	33
NrE165	410	64	88
NrE166	750	447	1
NrE167	750	790	27
NrE168	790	791	1
NrE169	350	791	11
NrE170	350	285	19
NrE171	448	792	1
NrE172	739	65	11
NrE173	739	571	43
NrE174	25	450	54
NrE175	742	793	4
NrE176	742	66	3
NrE177	286	66	5
NrE178	275	286	14
NrE179	37	287	16
NrE180	37	423	1
NrE181	397	38	15
NrE182	397	749	9
NrE183	446	784	5
NrE184	787	793	6
NrE185	786	792	3
NrE186	736	791	3
NrE187	756	794	3
NrE188	446	795	1
NrE189	794	795	1
NrE190	789	794	2
NrE191	788	793	6
NrE192	785	792	3
NrE193	736	790	3
NrE194	756	795	2
NrE195	22	67	27
NrE196	284	288	25
NrE197	462	68	5
NrE198	68	69	8
NrE199	456	47	7
NrE200	735	22	16
NrE201	284	458	1
NrE202	68	796	4
NrE203	269	289	15
NrE204	735	70	44
NrE205	70	797	31
NrE206	754	71	3
NrE207	71	72	2
NrE208	73	798	3
NrE209	74	799	3
NrE210	74	800	3
NrE211	9	290	15
NrE212	290	388	5
NrE213	424	75	15
NrE214	269	34	7
NrE215	464	77	4
NrE216	70	78	167
NrE217	754	427	13
NrE218	71	73	3
NrE219	73	74	3
NrE220	290	79	2
NrE221	424	80	11
NrE222	466	81	10
NrE223	473	291	6
NrE224	469	282	11
NrE225	757	82	9
NrE226	83	801	20
NrE227	802	292	6
NrE228	476	803	18
NrE229	606	84	3
NrE230	84	804	3
NrE231	804	805	1
NrE232	805	85	5
NrE233	805	806	36
NrE234	807	293	8
NrE235	479	86	5
NrE236	802	603	19
NrE237	802	480	50
NrE238	808	614	5
NrE239	87	88	2
NrE240	88	89	8
NrE241	485	487	13
NrE242	485	486	3
NrE243	486	488	42
NrE244	488	489	5
NrE245	809	591	1
NrE246	591	294	9
NrE247	810	90	109
NrE248	811	91	4
NrE249	91	812	232
NrE250	91	813	33
NrE251	597	814	9
NrE252	814	815	26
NrE253	815	816	5
NrE254	295	816	12
NrE255	815	92	9
NrE256	483	93	4
NrE257	296	814	23
NrE258	496	500	29
NrE259	817	498	1
NrE260	500	501	37
NrE261	499	95	12
NrE262	97	503	5
NrE263	95	307	9
NrE264	98	818	3
NrE265	596	99	8
NrE266	819	820	4
NrE267	577	510	10
NrE268	100	101	7
NrE269	599	821	3
NrE270	821	102	9
NrE271	102	103	20
NrE272	103	512	6
NrE273	494	822	4
NrE274	517	297	6
NrE275	297	518	1
NrE276	298	522	6
NrE277	523	105	4
NrE278	23	816	6
NrE279	533	534	1
NrE280	299	823	20
NrE281	819	823	8
NrE282	819	824	21
NrE283	825	826	8
NrE284	101	826	7
NrE285	823	138	6
NrE286	826	300	51
NrE287	296	395	9
NrE288	301	554	17
NrE289	484	107	29
NrE290	107	108	2
NrE291	406	108	3
NrE292	488	302	10
NrE293	545	110	9
NrE294	545	303	12
NrE295	87	111	18
NrE296	86	111	15
NrE297	549	112	16
NrE298	94	112	6
NrE299	94	616	8
NrE300	524	304	7
NrE301	549	550	4
NrE302	550	305	24
NrE303	111	827	9
NrE304	113	114	7
NrE305	487	305	8
NrE306	478	312	18
NrE307	316	553	2
NrE308	553	613	3
NrE309	554	828	8
NrE310	115	562	7
NrE311	561	566	3
NrE312	115	566	20
NrE313	563	567	4
NrE314	567	629	1
NrE315	554	116	8
NrE316	116	117	1
NrE317	548	117	4
NrE318	822	829	109
NrE319	508	829	31
NrE320	829	124	25
NrE321	804	573	8
NrE322	106	830	16
NrE323	95	831	13
NrE324	503	306	8
NrE325	306	118	13
NrE326	307	832	19
NrE327	97	833	22
NrE328	509	637	4
NrE329	308	634	10
NrE330	104	834	8
NrE331	297	120	11
NrE332	534	121	24
NrE333	533	309	11
NrE334	299	310	66
NrE335	825	122	20
NrE336	825	123	15
NrE337	542	311	36
NrE338	112	835	31
NrE339	113	836	13
NrE340	114	837	17
NrE341	117	838	8
NrE342	116	313	11
NrE343	542	586	8
NrE344	607	125	14
NrE345	126	839	14
NrE346	127	840	18
NrE347	98	127	5
NrE348	126	841	6
NrE349	119	842	8
NrE350	23	843	13
NrE351	844	128	17
NrE352	111	547	14
NrE353	107	543	16
NrE354	65	845	14
NrE355	821	129	13
NrE356	846	314	13
NrE357	88	546	11
NrE358	602	130	6
NrE359	130	847	15
NrE360	131	848	31
NrE361	131	849	14
NrE362	132	850	23
NrE363	851	852	2
NrE364	852	853	27
NrE365	63	854	19
NrE366	133	855	80
NrE367	65	134	13
NrE368	102	135	33
NrE369	449	136	10
NrE370	598	137	18
NrE371	849	856	18
NrE372	849	132	20
NrE373	810	132	68
NrE374	810	811	42
NrE375	809	590	46
NrE376	590	133	38
NrE377	133	857	22
NrE378	63	857	12
NrE379	857	595	1
NrE380	50	526	8
NrE381	50	65	4
NrE382	599	557	21
NrE383	530	846	1
NrE384	521	846	10
NrE385	521	315	14
NrE386	602	858	63
NrE387	603	602	4
NrE388	83	604	6
NrE389	83	859	69
NrE390	749	400	1
NrE391	808	316	15
NrE392	301	316	28
NrE393	606	301	21
NrE394	96	515	13
NrE395	475	96	17
NrE396	475	607	21
NrE397	817	607	16
NrE398	844	860	11
NrE399	860	861	1
NrE400	851	861	112
NrE401	851	862	11
NrE402	859	860	6
NrE403	859	861	6
NrE404	863	864	5
NrE405	600	864	7
NrE406	864	865	5
NrE407	315	866	17
NrE408	866	867	5
NrE409	866	868	5
NrE410	138	869	3
NrE411	138	870	2
NrE412	871	608	5
NrE413	608	872	5
NrE414	867	869	1
NrE415	869	873	1
NrE416	865	873	1
NrE417	863	865	1
NrE418	863	872	1
NrE419	871	872	2
NrE420	868	871	1
NrE421	867	868	1
NrE422	611	139	48
NrE423	852	139	12
NrE424	852	874	32
NrE425	811	875	77
NrE426	817	844	23
NrE427	827	612	11
NrE428	76	493	2
NrE429	400	140	10
NrE430	141	876	7
NrE431	609	623	5
NrE432	623	618	16
NrE433	618	620	18
NrE434	824	142	9
NrE435	877	143	17
NrE436	878	144	25
NrE437	656	317	14
NrE438	538	318	12
NrE439	827	113	1
NrE440	613	145	5
NrE441	614	482	1
NrE442	89	484	3
NrE443	400	879	10
NrE444	76	140	6
NrE445	304	141	3
NrE446	616	141	1
NrE447	824	877	2
NrE448	142	880	16
NrE449	825	877	9
NrE450	878	881	5
NrE451	626	882	1
NrE452	538	579	2
NrE453	318	883	11
NrE454	80	822	48
NrE455	882	146	12
NrE456	147	884	30
NrE457	514	319	12
NrE458	870	148	7
NrE459	820	320	9
NrE460	881	149	9
NrE461	149	150	1
NrE462	875	885	3
NrE463	885	151	2
NrE464	885	152	3
NrE465	882	627	1
NrE466	146	147	7
NrE467	870	873	1
NrE468	820	878	2
NrE469	320	153	6
NrE470	577	881	5
NrE471	149	886	4
NrE472	809	875	16
NrE473	509	634	7
NrE474	879	605	34
NrE475	470	471	1
NrE476	471	639	7
NrE477	828	640	2
NrE478	556	641	3
NrE479	640	641	3
NrE480	808	879	1
NrE481	637	308	12
NrE482	828	556	1
NrE483	154	685	7
NrE484	887	155	12
NrE485	888	704	43
NrE486	889	643	22
NrE487	644	726	8
NrE488	156	707	7
NrE489	707	157	6
NrE490	157	158	10
NrE491	647	160	148
NrE492	160	709	37
NrE493	648	655	4
NrE494	655	649	1
NrE495	858	161	11
NrE496	161	722	9
NrE497	321	890	11
NrE498	890	891	8
NrE499	891	892	4
NrE500	892	657	14
NrE501	662	663	27
NrE502	161	893	4
NrE503	893	163	1
NrE504	163	164	3
NrE505	321	240	10
NrE506	891	666	15
NrE507	661	667	6
NrE508	659	162	12
NrE509	165	322	179
NrE510	322	894	53
NrE511	895	323	7
NrE512	166	324	7
NrE513	324	167	10
NrE514	167	670	7
NrE515	668	324	21
NrE516	660	325	32
NrE517	896	168	52
NrE518	168	677	14
NrE519	688	225	16
NrE520	688	169	18
NrE521	890	724	7
NrE522	326	897	13
NrE523	897	683	1
NrE524	897	684	20
NrE525	171	898	8
NrE526	154	898	4
NrE527	154	686	40
NrE528	686	172	9
NrE529	898	899	7
NrE530	166	900	28
NrE531	688	700	33
NrE532	901	173	19
NrE533	173	174	47
NrE534	174	175	48
NrE535	175	176	8
NrE536	176	177	9
NrE537	178	690	87
NrE538	690	179	2
NrE539	179	902	30
NrE540	895	180	5
NrE541	887	694	18
NrE542	887	696	3
NrE543	693	181	25
NrE544	182	183	50
NrE545	183	327	17
NrE546	327	184	3
NrE547	184	903	13
NrE548	903	185	7
NrE549	185	186	14
NrE550	186	187	32
NrE551	187	188	33
NrE552	188	904	20
NrE553	720	698	12
NrE554	699	189	3
NrE555	190	191	4
NrE556	701	192	15
NrE557	182	192	36
NrE558	699	193	45
NrE559	193	905	3
NrE560	903	194	33
NrE561	888	906	4
NrE562	888	333	5
NrE563	704	703	16
NrE564	195	196	14
NrE565	196	197	10
NrE566	197	198	2
NrE567	198	330	12
NrE568	702	200	7
NrE569	157	907	21
NrE570	156	908	10
NrE571	893	201	7
NrE572	164	909	17
NrE573	713	910	2
NrE574	647	165	31
NrE575	203	911	283
NrE576	912	204	3
NrE577	204	913	74
NrE578	205	209	244
NrE579	914	915	9
NrE580	206	207	12
NrE581	207	208	15
NrE582	208	209	10
NrE583	172	916	46
NrE584	176	917	57
NrE585	179	918	61
NrE586	197	919	12
NrE587	198	920	20
NrE588	180	921	19
NrE589	922	923	3
NrE590	699	210	20
NrE591	189	924	13
NrE592	199	925	11
NrE593	211	926	14
NrE594	174	927	14
NrE595	173	928	12
NrE596	167	929	14
NrE597	670	212	16
NrE598	159	930	14
NrE599	208	931	7
NrE600	932	213	6
NrE601	892	214	9
NrE602	215	933	4
NrE603	191	934	13
NrE604	701	216	15
NrE605	182	935	20
NrE606	183	936	29
NrE607	185	328	21
NrE608	190	687	17
NrE609	195	937	16
NrE610	217	938	33
